Variable,Breakdown,Breakdown_category,Year,RD_Value,Status,Unit,Footnotes,Relative_Sampling_Error
_09_Source_of_Funds:_Overseas,Published_Industry,09_Other manufacturing,2018,C,,NZ Dollars (millions),12 and 28,C
_09_Source_of_Funds:_Overseas,Published_Industry,09_Other manufacturing,2019,..,,NZ Dollars (millions),12 and 28,..
_09_Source_of_Funds:_Overseas,Published_Industry,09_Other manufacturing,2020,..,,NZ Dollars (millions),12 and 28,..
_09_Source_of_Funds:_Overseas,Published_Industry,09_Other manufacturing,2021,C,,NZ Dollars (millions),12 and 28,C
_09_Source_of_Funds:_Overseas,Published_Industry,09_Other manufacturing,2022,0,,NZ Dollars (millions),12 and 28,32.6
_09_Source_of_Funds:_Overseas,Published_Industry,10_Wholesale trade,2016,20,,NZ Dollars (millions),12 and 28,21.4
_09_Source_of_Funds:_Overseas,Published_Industry,10_Wholesale trade,2018,32,,NZ Dollars (millions),12 and 28,75.2
_09_Source_of_Funds:_Overseas,Published_Industry,10_Wholesale trade,2019,49,,NZ Dollars (millions),12 and 28,38.6
_09_Source_of_Funds:_Overseas,Published_Industry,10_Wholesale trade,2020,39,,NZ Dollars (millions),12 and 28,52
_09_Source_of_Funds:_Overseas,Published_Industry,10_Wholesale trade,2021,27,,NZ Dollars (millions),12 and 28,16
_09_Source_of_Funds:_Overseas,Published_Industry,10_Wholesale trade,2022,18,,NZ Dollars (millions),12 and 28,17.7
_09_Source_of_Funds:_Overseas,Published_Industry,11_Scientific research and technical services,2016,11,,NZ Dollars (millions),12 and 28,42.8
_09_Source_of_Funds:_Overseas,Published_Industry,11_Scientific research and technical services,2018,47,,NZ Dollars (millions),12 and 28,91.9
_09_Source_of_Funds:_Overseas,Published_Industry,11_Scientific research and technical services,2019,21,,NZ Dollars (millions),12 and 28,65.8
_09_Source_of_Funds:_Overseas,Published_Industry,11_Scientific research and technical services,2020,31,,NZ Dollars (millions),12 and 28,61.8
_09_Source_of_Funds:_Overseas,Published_Industry,11_Scientific research and technical services,2021,24,,NZ Dollars (millions),12 and 28,30.2
_09_Source_of_Funds:_Overseas,Published_Industry,11_Scientific research and technical services,2022,76,,NZ Dollars (millions),12 and 28,20.6
_09_Source_of_Funds:_Overseas,Published_Industry,12_Computer services,2016,81,,NZ Dollars (millions),12 and 28,28.7
_09_Source_of_Funds:_Overseas,Published_Industry,12_Computer services,2018,103,,NZ Dollars (millions),12 and 28,51.9
_09_Source_of_Funds:_Overseas,Published_Industry,12_Computer services,2019,83,,NZ Dollars (millions),12 and 28,19
_09_Source_of_Funds:_Overseas,Published_Industry,12_Computer services,2020,164,,NZ Dollars (millions),12 and 28,30
_09_Source_of_Funds:_Overseas,Published_Industry,12_Computer services,2021,190,,NZ Dollars (millions),12 and 28,21.2
_09_Source_of_Funds:_Overseas,Published_Industry,12_Computer services,2022,213,,NZ Dollars (millions),12 and 28,28.3
_09_Source_of_Funds:_Overseas,Published_Industry,13_Other services,2016,26,,NZ Dollars (millions),4 and 12 and 28,93
_09_Source_of_Funds:_Overseas,Published_Industry,13_Other services,2018,18,,NZ Dollars (millions),4 and 12 and 28,85.7
_09_Source_of_Funds:_Overseas,Published_Industry,13_Other services,2019,34,,NZ Dollars (millions),4 and 12 and 28,66
_09_Source_of_Funds:_Overseas,Published_Industry,13_Other services,2020,22,,NZ Dollars (millions),4 and 12 and 28,32
_09_Source_of_Funds:_Overseas,Published_Industry,13_Other services,2021,43,,NZ Dollars (millions),4 and 12 and 28,43.8
_09_Source_of_Funds:_Overseas,Published_Industry,13_Other services,2022,37,,NZ Dollars (millions),4 and 12 and 28,53.5
_09_Source_of_Funds:_Overseas,Published_Industry,14_Scientific research,2016,29,,NZ Dollars (millions),3 and 12 and 28,0
_09_Source_of_Funds:_Overseas,Published_Industry,14_Scientific research,2018,31,,NZ Dollars (millions),3 and 12 and 28,12.6
_09_Source_of_Funds:_Overseas,Published_Industry,14_Scientific research,2019,...,,NZ Dollars (millions),3 and 12 and 28,...
_09_Source_of_Funds:_Overseas,Published_Industry,14_Scientific research,2020,33,R,NZ Dollars (millions),3 and 12 and 28,0
_09_Source_of_Funds:_Overseas,Published_Industry,14_Scientific research,2021,...,,NZ Dollars (millions),3 and 12 and 28,...
_09_Source_of_Funds:_Overseas,Published_Industry,14_Scientific research,2022,C,,NZ Dollars (millions),3 and 12 and 28,C
_09_Source_of_Funds:_Overseas,Published_Industry,15_Other government research,2016,15,,NZ Dollars (millions),3 and 12 and 28,110.6
_09_Source_of_Funds:_Overseas,Published_Industry,15_Other government research,2018,9,,NZ Dollars (millions),3 and 12 and 28,63.4
_09_Source_of_Funds:_Overseas,Published_Industry,15_Other government research,2019,...,,NZ Dollars (millions),3 and 12 and 28,...
_09_Source_of_Funds:_Overseas,Published_Industry,15_Other government research,2020,9,,NZ Dollars (millions),3 and 12 and 28,77.2
_09_Source_of_Funds:_Overseas,Published_Industry,15_Other government research,2021,...,,NZ Dollars (millions),3 and 12 and 28,...
_09_Source_of_Funds:_Overseas,Published_Industry,15_Other government research,2022,C,,NZ Dollars (millions),3 and 12 and 28,C
_09_Source_of_Funds:_Overseas,Published_Industry,16_Higher Education,2016,31,,NZ Dollars (millions),3 and 12 and 28,0
_09_Source_of_Funds:_Overseas,Published_Industry,16_Higher Education,2018,25,,NZ Dollars (millions),3 and 12 and 28,0
_09_Source_of_Funds:_Overseas,Published_Industry,16_Higher Education,2019,...,,NZ Dollars (millions),3 and 12 and 28,...
_09_Source_of_Funds:_Overseas,Published_Industry,16_Higher Education,2020,40,R,NZ Dollars (millions),3 and 12 and 28,0
_09_Source_of_Funds:_Overseas,Published_Industry,16_Higher Education,2021,...,,NZ Dollars (millions),3 and 12 and 28,...
_09_Source_of_Funds:_Overseas,Published_Industry,16_Higher Education,2022,C,P,NZ Dollars (millions),3 and 12 and 28,C
_09_Source_of_Funds:_Overseas,Sector,01_Business Sector,2016,168,,NZ Dollars (millions),1 and 12 and 28,21.1
_09_Source_of_Funds:_Overseas,Sector,01_Business Sector,2018,236,,NZ Dollars (millions),1 and 12 and 28,32.6
_09_Source_of_Funds:_Overseas,Sector,01_Business Sector,2019,261,,NZ Dollars (millions),1 and 12 and 28,15.6
_09_Source_of_Funds:_Overseas,Sector,01_Business Sector,2020,344,,NZ Dollars (millions),1 and 12 and 28,18.5
_09_Source_of_Funds:_Overseas,Sector,01_Business Sector,2021,333,,NZ Dollars (millions),1 and 12 and 28,15
_09_Source_of_Funds:_Overseas,Sector,01_Business Sector,2022,377,,NZ Dollars (millions),1 and 12 and 28,17.8
_09_Source_of_Funds:_Overseas,Sector,02_Government Sector,2016,44,,NZ Dollars (millions),1 and 2 and 3 and 12 and 28,37.9
_09_Source_of_Funds:_Overseas,Sector,02_Government Sector,2018,41,,NZ Dollars (millions),1 and 2 and 3 and 12 and 28,17.4
_09_Source_of_Funds:_Overseas,Sector,02_Government Sector,2019,...,,NZ Dollars (millions),1 and 2 and 3 and 12 and 28,...
_09_Source_of_Funds:_Overseas,Sector,02_Government Sector,2020,42,R,NZ Dollars (millions),1 and 2 and 3 and 12 and 28,17.1
_09_Source_of_Funds:_Overseas,Sector,02_Government Sector,2021,...,,NZ Dollars (millions),1 and 2 and 3 and 12 and 28,...
_09_Source_of_Funds:_Overseas,Sector,02_Government Sector,2022,C,,NZ Dollars (millions),1 and 2 and 3 and 12 and 28,C
_09_Source_of_Funds:_Overseas,Sector,03_Higher Education Sector,2016,31,,NZ Dollars (millions),1 and 2 and 3 and 12 and 28,0
_09_Source_of_Funds:_Overseas,Sector,03_Higher Education Sector,2018,25,,NZ Dollars (millions),1 and 2 and 3 and 12 and 28,0
_09_Source_of_Funds:_Overseas,Sector,03_Higher Education Sector,2019,...,,NZ Dollars (millions),1 and 2 and 3 and 12 and 28,...
_09_Source_of_Funds:_Overseas,Sector,03_Higher Education Sector,2020,40,R,NZ Dollars (millions),1 and 2 and 3 and 12 and 28,0
_09_Source_of_Funds:_Overseas,Sector,03_Higher Education Sector,2021,...,,NZ Dollars (millions),1 and 2 and 3 and 12 and 28,...
_09_Source_of_Funds:_Overseas,Sector,03_Higher Education Sector,2022,C,P,NZ Dollars (millions),1 and 2 and 3 and 12 and 28,C
_09_Source_of_Funds:_Overseas,Size,01_Zero employees,2016,C,,NZ Dollars (millions),5 and 12 and 28,C
_09_Source_of_Funds:_Overseas,Size,01_Zero employees,2018,11,,NZ Dollars (millions),5 and 12 and 28,136.8
_09_Source_of_Funds:_Overseas,Size,01_Zero employees,2019,...,,NZ Dollars (millions),5 and 12 and 28,...
_09_Source_of_Funds:_Overseas,Size,01_Zero employees,2020,C,,NZ Dollars (millions),5 and 12 and 28,C
_09_Source_of_Funds:_Overseas,Size,01_Zero employees,2021,...,,NZ Dollars (millions),5 and 12 and 28,...
_09_Source_of_Funds:_Overseas,Size,01_Zero employees,2022,10,P,NZ Dollars (millions),5 and 12 and 28,118
_09_Source_of_Funds:_Overseas,Size,02_1 to 9 employees,2016,13,,NZ Dollars (millions),5 and 12 and 28,36.9
_09_Source_of_Funds:_Overseas,Size,02_1 to 9 employees,2018,12,,NZ Dollars (millions),5 and 12 and 28,50.3
_09_Source_of_Funds:_Overseas,Size,02_1 to 9 employees,2019,...,,NZ Dollars (millions),5 and 12 and 28,...
_09_Source_of_Funds:_Overseas,Size,02_1 to 9 employees,2020,C,,NZ Dollars (millions),5 and 12 and 28,C
_09_Source_of_Funds:_Overseas,Size,02_1 to 9 employees,2021,...,,NZ Dollars (millions),5 and 12 and 28,...
_09_Source_of_Funds:_Overseas,Size,02_1 to 9 employees,2022,21,P,NZ Dollars (millions),5 and 12 and 28,37
_09_Source_of_Funds:_Overseas,Size,03_10 to 19 employees,2016,C,,NZ Dollars (millions),5 and 12 and 28,C
_09_Source_of_Funds:_Overseas,Size,03_10 to 19 employees,2018,12,,NZ Dollars (millions),5 and 12 and 28,99.6
_09_Source_of_Funds:_Overseas,Size,03_10 to 19 employees,2019,...,,NZ Dollars (millions),5 and 12 and 28,...
_09_Source_of_Funds:_Overseas,Size,03_10 to 19 employees,2020,35,,NZ Dollars (millions),5 and 12 and 28,58.1
_09_Source_of_Funds:_Overseas,Size,03_10 to 19 employees,2021,...,,NZ Dollars (millions),5 and 12 and 28,...
_09_Source_of_Funds:_Overseas,Size,03_10 to 19 employees,2022,26,P,NZ Dollars (millions),5 and 12 and 28,57.1
_09_Source_of_Funds:_Overseas,Size,04_20 to 49 employees,2016,30,,NZ Dollars (millions),5 and 12 and 28,74.6
_09_Source_of_Funds:_Overseas,Size,04_20 to 49 employees,2018,33,,NZ Dollars (millions),5 and 12 and 28,44
_09_Source_of_Funds:_Overseas,Size,04_20 to 49 employees,2019,...,,NZ Dollars (millions),5 and 12 and 28,...
_09_Source_of_Funds:_Overseas,Size,04_20 to 49 employees,2020,42,,NZ Dollars (millions),5 and 12 and 28,39.8
_09_Source_of_Funds:_Overseas,Size,04_20 to 49 employees,2021,...,,NZ Dollars (millions),5 and 12 and 28,...
_09_Source_of_Funds:_Overseas,Size,04_20 to 49 employees,2022,46,P,NZ Dollars (millions),5 and 12 and 28,42.9
_09_Source_of_Funds:_Overseas,Size,05_50 to 99 employees,2016,29,,NZ Dollars (millions),5 and 12 and 28,24.3
_09_Source_of_Funds:_Overseas,Size,05_50 to 99 employees,2018,39,,NZ Dollars (millions),5 and 12 and 28,60.4
_09_Source_of_Funds:_Overseas,Size,05_50 to 99 employees,2019,...,,NZ Dollars (millions),5 and 12 and 28,...
_09_Source_of_Funds:_Overseas,Size,05_50 to 99 employees,2020,97,,NZ Dollars (millions),5 and 12 and 28,43.2
_09_Source_of_Funds:_Overseas,Size,05_50 to 99 employees,2021,...,,NZ Dollars (millions),5 and 12 and 28,...
_09_Source_of_Funds:_Overseas,Size,05_50 to 99 employees,2022,79,P,NZ Dollars (millions),5 and 12 and 28,43.6
_09_Source_of_Funds:_Overseas,Size,06_100 or more employees,2016,153,,NZ Dollars (millions),5 and 12 and 28,16
_09_Source_of_Funds:_Overseas,Size,06_100 or more employees,2018,194,,NZ Dollars (millions),5 and 12 and 28,30.9
_09_Source_of_Funds:_Overseas,Size,06_100 or more employees,2019,...,,NZ Dollars (millions),5 and 12 and 28,...
_09_Source_of_Funds:_Overseas,Size,06_100 or more employees,2020,233,R,NZ Dollars (millions),5 and 12 and 28,12.8
_09_Source_of_Funds:_Overseas,Size,06_100 or more employees,2021,...,,NZ Dollars (millions),5 and 12 and 28,...
_09_Source_of_Funds:_Overseas,Size,06_100 or more employees,2022,269,P,NZ Dollars (millions),5 and 12 and 28,16.7
_09_Source_of_Funds:_Overseas,Total,Total,2016,243,,NZ Dollars (millions),12 and 28,16.1
_09_Source_of_Funds:_Overseas,Total,Total,2018,302,,NZ Dollars (millions),12 and 28,25.6
_09_Source_of_Funds:_Overseas,Total,Total,2019,...,,NZ Dollars (millions),12 and 28,...
_09_Source_of_Funds:_Overseas,Total,Total,2020,426,R,NZ Dollars (millions),12 and 28,15
_09_Source_of_Funds:_Overseas,Total,Total,2021,...,,NZ Dollars (millions),12 and 28,...
_09_Source_of_Funds:_Overseas,Total,Total,2022,452,P,NZ Dollars (millions),12 and 28,14.9
_09a_Source_of_Funds:_Overseas:_Overseas_organisation_in_the_same_group,ANZSIC_1_Digit,"A_Agriculture, Forestry and Fishing",2016,...,,NZ Dollars (millions),12 and 28,...
_09a_Source_of_Funds:_Overseas:_Overseas_organisation_in_the_same_group,ANZSIC_1_Digit,"A_Agriculture, Forestry and Fishing",2018,...,,NZ Dollars (millions),12 and 28,...
_09a_Source_of_Funds:_Overseas:_Overseas_organisation_in_the_same_group,ANZSIC_1_Digit,"A_Agriculture, Forestry and Fishing",2019,...,,NZ Dollars (millions),12 and 28,...
_09a_Source_of_Funds:_Overseas:_Overseas_organisation_in_the_same_group,ANZSIC_1_Digit,"A_Agriculture, Forestry and Fishing",2020,...,,NZ Dollars (millions),12 and 28,...
_09a_Source_of_Funds:_Overseas:_Overseas_organisation_in_the_same_group,ANZSIC_1_Digit,"A_Agriculture, Forestry and Fishing",2021,...,,NZ Dollars (millions),12 and 28,...
_09a_Source_of_Funds:_Overseas:_Overseas_organisation_in_the_same_group,ANZSIC_1_Digit,"A_Agriculture, Forestry and Fishing",2022,...,,NZ Dollars (millions),12 and 28,...
_09a_Source_of_Funds:_Overseas:_Overseas_organisation_in_the_same_group,ANZSIC_1_Digit,B_Mining,2016,...,,NZ Dollars (millions),3 and 12 and 28,...
_09a_Source_of_Funds:_Overseas:_Overseas_organisation_in_the_same_group,ANZSIC_1_Digit,B_Mining,2018,...,,NZ Dollars (millions),3 and 12 and 28,...
_09a_Source_of_Funds:_Overseas:_Overseas_organisation_in_the_same_group,ANZSIC_1_Digit,B_Mining,2019,...,,NZ Dollars (millions),3 and 12 and 28,...
_09a_Source_of_Funds:_Overseas:_Overseas_organisation_in_the_same_group,ANZSIC_1_Digit,B_Mining,2020,...,,NZ Dollars (millions),3 and 12 and 28,...
_09a_Source_of_Funds:_Overseas:_Overseas_organisation_in_the_same_group,ANZSIC_1_Digit,B_Mining,2021,...,,NZ Dollars (millions),3 and 12 and 28,...
_09a_Source_of_Funds:_Overseas:_Overseas_organisation_in_the_same_group,ANZSIC_1_Digit,B_Mining,2022,...,,NZ Dollars (millions),3 and 12 and 28,...
_09a_Source_of_Funds:_Overseas:_Overseas_organisation_in_the_same_group,ANZSIC_1_Digit,C_Manufacturing,2016,...,,NZ Dollars (millions),12 and 28,...
_09a_Source_of_Funds:_Overseas:_Overseas_organisation_in_the_same_group,ANZSIC_1_Digit,C_Manufacturing,2018,...,,NZ Dollars (millions),12 and 28,...
_09a_Source_of_Funds:_Overseas:_Overseas_organisation_in_the_same_group,ANZSIC_1_Digit,C_Manufacturing,2019,...,,NZ Dollars (millions),12 and 28,...
_09a_Source_of_Funds:_Overseas:_Overseas_organisation_in_the_same_group,ANZSIC_1_Digit,C_Manufacturing,2020,...,,NZ Dollars (millions),12 and 28,...
_09a_Source_of_Funds:_Overseas:_Overseas_organisation_in_the_same_group,ANZSIC_1_Digit,C_Manufacturing,2021,...,,NZ Dollars (millions),12 and 28,...
_09a_Source_of_Funds:_Overseas:_Overseas_organisation_in_the_same_group,ANZSIC_1_Digit,C_Manufacturing,2022,...,,NZ Dollars (millions),12 and 28,...
_09a_Source_of_Funds:_Overseas:_Overseas_organisation_in_the_same_group,ANZSIC_1_Digit,"D_Electricity, Gas, Water and Waste Services",2016,...,,NZ Dollars (millions),3 and 12 and 28,...
_09a_Source_of_Funds:_Overseas:_Overseas_organisation_in_the_same_group,ANZSIC_1_Digit,"D_Electricity, Gas, Water and Waste Services",2018,...,,NZ Dollars (millions),3 and 12 and 28,...
_09a_Source_of_Funds:_Overseas:_Overseas_organisation_in_the_same_group,ANZSIC_1_Digit,"D_Electricity, Gas, Water and Waste Services",2019,...,,NZ Dollars (millions),3 and 12 and 28,...
_09a_Source_of_Funds:_Overseas:_Overseas_organisation_in_the_same_group,ANZSIC_1_Digit,"D_Electricity, Gas, Water and Waste Services",2020,...,,NZ Dollars (millions),3 and 12 and 28,...
_09a_Source_of_Funds:_Overseas:_Overseas_organisation_in_the_same_group,ANZSIC_1_Digit,"D_Electricity, Gas, Water and Waste Services",2021,...,,NZ Dollars (millions),3 and 12 and 28,...
_09a_Source_of_Funds:_Overseas:_Overseas_organisation_in_the_same_group,ANZSIC_1_Digit,"D_Electricity, Gas, Water and Waste Services",2022,...,,NZ Dollars (millions),3 and 12 and 28,...
_09a_Source_of_Funds:_Overseas:_Overseas_organisation_in_the_same_group,ANZSIC_1_Digit,E_Construction,2016,...,,NZ Dollars (millions),12 and 28,...
_09a_Source_of_Funds:_Overseas:_Overseas_organisation_in_the_same_group,ANZSIC_1_Digit,E_Construction,2018,...,,NZ Dollars (millions),12 and 28,...
_09a_Source_of_Funds:_Overseas:_Overseas_organisation_in_the_same_group,ANZSIC_1_Digit,E_Construction,2019,...,,NZ Dollars (millions),12 and 28,...
_09a_Source_of_Funds:_Overseas:_Overseas_organisation_in_the_same_group,ANZSIC_1_Digit,E_Construction,2020,...,,NZ Dollars (millions),12 and 28,...
_09a_Source_of_Funds:_Overseas:_Overseas_organisation_in_the_same_group,ANZSIC_1_Digit,E_Construction,2021,...,,NZ Dollars (millions),12 and 28,...
_09a_Source_of_Funds:_Overseas:_Overseas_organisation_in_the_same_group,ANZSIC_1_Digit,E_Construction,2022,...,,NZ Dollars (millions),12 and 28,...
_09a_Source_of_Funds:_Overseas:_Overseas_organisation_in_the_same_group,ANZSIC_1_Digit,F_Wholesale Trade,2016,...,,NZ Dollars (millions),12 and 28,...
_09a_Source_of_Funds:_Overseas:_Overseas_organisation_in_the_same_group,ANZSIC_1_Digit,F_Wholesale Trade,2018,...,,NZ Dollars (millions),12 and 28,...
_09a_Source_of_Funds:_Overseas:_Overseas_organisation_in_the_same_group,ANZSIC_1_Digit,F_Wholesale Trade,2019,...,,NZ Dollars (millions),12 and 28,...
_09a_Source_of_Funds:_Overseas:_Overseas_organisation_in_the_same_group,ANZSIC_1_Digit,F_Wholesale Trade,2020,...,,NZ Dollars (millions),12 and 28,...
_09a_Source_of_Funds:_Overseas:_Overseas_organisation_in_the_same_group,ANZSIC_1_Digit,F_Wholesale Trade,2021,...,,NZ Dollars (millions),12 and 28,...
_09a_Source_of_Funds:_Overseas:_Overseas_organisation_in_the_same_group,ANZSIC_1_Digit,F_Wholesale Trade,2022,...,,NZ Dollars (millions),12 and 28,...
_09a_Source_of_Funds:_Overseas:_Overseas_organisation_in_the_same_group,ANZSIC_1_Digit,J_Information Media and Telecommunications,2016,...,,NZ Dollars (millions),3 and 12 and 28,...
_09a_Source_of_Funds:_Overseas:_Overseas_organisation_in_the_same_group,ANZSIC_1_Digit,J_Information Media and Telecommunications,2018,...,,NZ Dollars (millions),12 and 28,...
_09a_Source_of_Funds:_Overseas:_Overseas_organisation_in_the_same_group,ANZSIC_1_Digit,J_Information Media and Telecommunications,2019,...,,NZ Dollars (millions),12 and 28,...
_09a_Source_of_Funds:_Overseas:_Overseas_organisation_in_the_same_group,ANZSIC_1_Digit,J_Information Media and Telecommunications,2020,...,,NZ Dollars (millions),12 and 28,...
_09a_Source_of_Funds:_Overseas:_Overseas_organisation_in_the_same_group,ANZSIC_1_Digit,J_Information Media and Telecommunications,2021,...,,NZ Dollars (millions),12 and 28,...
_09a_Source_of_Funds:_Overseas:_Overseas_organisation_in_the_same_group,ANZSIC_1_Digit,J_Information Media and Telecommunications,2022,...,,NZ Dollars (millions),12 and 28,...
_09a_Source_of_Funds:_Overseas:_Overseas_organisation_in_the_same_group,ANZSIC_1_Digit,K_Financial and Insurance Services,2016,...,,NZ Dollars (millions),3 and 12 and 28,...
_09a_Source_of_Funds:_Overseas:_Overseas_organisation_in_the_same_group,ANZSIC_1_Digit,K_Financial and Insurance Services,2018,...,,NZ Dollars (millions),12 and 28,...
_09a_Source_of_Funds:_Overseas:_Overseas_organisation_in_the_same_group,ANZSIC_1_Digit,K_Financial and Insurance Services,2019,...,,NZ Dollars (millions),12 and 28,...
_09a_Source_of_Funds:_Overseas:_Overseas_organisation_in_the_same_group,ANZSIC_1_Digit,K_Financial and Insurance Services,2020,...,,NZ Dollars (millions),12 and 28,...
